note_id,participant_id,participant_name,section_key,note_type,text,note_text_wrapped,theme,date,time,location,theme_cluster,theme_auto
223,[blank,,observation_notes,observation,"CONTEXT — Where is this happening? What tools, artifacts, people, environmental factors are present?","CONTEXT — Where is this
happening? What tools,
artifacts, people,
environmental factors are
present?",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
224,[blank,,observation_notes,observation,"small shared kitchen, small refrigerator, not much storage space, 4 roommates","small shared kitchen, small
refrigerator, not much
storage space, 4 roommates",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
225,[blank,,observation_notes,observation,"fridge contains lots of same products, items, brands (mostly whole foods/organic)","fridge contains lots of same
products, items, brands
(mostly whole foods/organic)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
226,[blank,,observation_notes,observation,laptop (macbook),laptop (macbook),Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
227,[blank,,observation_notes,observation,"evening, after classes, night before grocery trip","evening, after classes,
night before grocery trip",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
229,[blank,,observation_notes,observation,prefers walking distance store (no car),"prefers walking distance
store (no car)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
230,[blank,,observation_notes,observation,prefers organic/whole foods,prefers organic/whole foods,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
231,[blank,,observation_notes,observation,goes for low calorie/sugar free options,"goes for low calorie/sugar
free options",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
232,[blank,,observation_notes,observation,"does not buy more than she absolutely needs (avoid overspending, waste, no fridge space)","does not buy more than she
absolutely needs (avoid
overspending, waste, no
fridge space)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
233,[blank,,observation_notes,observation,"needs to plan same breakfast, dinner, & snack for 4–5 days","needs to plan same
breakfast, dinner, & snack
for 4–5 days",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
234,[blank,,observation_notes,observation,is okay with making multiple trips (normally does),"is okay with making multiple
trips (normally does)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
236,[blank,,observation_notes,observation,Target is cheaper while Fresh & Capital are overpriced,"Target is cheaper while
Fresh & Capital are
overpriced",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
237,[blank,,observation_notes,observation,organic products are more expensive but worth it,"organic products are more
expensive but worth it",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
238,[blank,,observation_notes,observation,assumes roommates will share some items (household),"assumes roommates will share
some items (household)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
239,[blank,,post_session_reflection,insight,"{'n': 1, 'text': 'Inventory check + price comparison is manual and time consuming'}","{'n': 1, 'text': 'Inventory
check + price comparison is
manual and time consuming'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
240,[blank,,post_session_reflection,insight,"{'n': 2, 'text': 'Grocery shopping is collaborative w/ roommates'}","{'n': 2, 'text': 'Grocery
shopping is collaborative w/
roommates'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
241,[blank,,post_session_reflection,insight,"{'n': 3, 'text': 'Multi-trip grocery shopping is necessary & anticipated for those w/ strong preferences and goals.'}","{'n': 3, 'text': 'Multi-trip
grocery shopping is
necessary & anticipated for
those w/ strong preferences
and goals.'}",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
243,[blank,,post_session_reflection,insight,Top 3 insights from this session:,"Top 3 insights from this
session:",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
244,[blank,,post_session_reflection,insight,Inventory check + price comparison is manual and time consuming,"Inventory check + price
comparison is manual and
time consuming",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
245,[blank,,post_session_reflection,insight,Grocery shopping is collaborative w/ roommates,"Grocery shopping is
collaborative w/ roommates",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
246,[blank,,post_session_reflection,insight,Multi-trip grocery shopping is necessary & anticipated for those w/ strong preferences and goals.,"Multi-trip grocery shopping
is necessary & anticipated
for those w/ strong
preferences and goals.",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
247,[blank,,biggest_surprise,insight,Biggest Surprise:,Biggest Surprise:,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
248,[blank,,biggest_surprise,insight,The amount of same type products that were in the shared fridge. Many times they don’t know who’s is who’s and it gets tossed,"The amount of same type
products that were in the
shared fridge. Many times
they don’t know who’s is
who’s and it gets tossed",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
249,[blank,,follow_up_questions,question,where did these recipes come from? (/meal plans),"where did these recipes come
from? (/meal plans)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
250,[blank,,follow_up_questions,question,would you shop at multiple stores if price difference was small?,"would you shop at multiple
stores if price difference
was small?",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
252,[blank,,follow_up_questions,question,where did these recipes come from? (/meal plans),"where did these recipes come
from? (/meal plans)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
253,[blank,,follow_up_questions,question,would you shop at multiple stores if price difference was small?,"would you shop at multiple
stores if price difference
was small?",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
260,[blank,,breakdowns_successes,breakdown,unable to find desired product,"unable to find desired
product",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
261,[blank,,breakdowns_successes,breakdown,Target deals don’t automatically apply,"Target deals don’t
automatically apply",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
262,[blank,,breakdowns_successes,breakdown,toggling between tabs & windows,"toggling between tabs &
windows",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
263,[blank,,breakdowns_successes,breakdown,texting roommate to plan shared items,"texting roommate to plan
shared items",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
264,[blank,,breakdowns_successes,breakdown,creating an online grocery list,"creating an online grocery
list",Grocery List / List / Grocery / Online,"February 28, 2026",12:30,to ensure its in stock,4,Grocery List / List / Grocery / Online
265,[blank,,breakdowns_successes,breakdown,visualize prices,visualize prices,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
266,[blank,,breakdowns_successes,breakdown,“we buy a lot of the same stuff”,"“we buy a lot of the same
stuff”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
267,[blank,,breakdowns_successes,breakdown,“Target on state doesn’t sell good culture but I think capital does”,"“Target on state doesn’t
sell good culture but I
think capital does”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
268,[blank,,breakdowns_successes,breakdown,“I might just get sweet green tonight since i have nothing”,"“I might just get sweet
green tonight since i have
nothing”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
269,[blank,,breakdowns_successes,breakdown,“I check capital today they don’t have it” (Good Culture cottage cheese out-of-stock),"“I check capital today they
don’t have it” (Good Culture
cottage cheese out-of-stock)",Cottage Cheese / Cheese / Cottage / Culture Cottage,"February 28, 2026",12:30,to ensure its in stock,9,Cottage Cheese / Cheese / Cottage / Culture Cottage
271,[blank,,breakdowns_successes,breakdown,"BREAKDOWNS (Frustrations, errors, confusion)","BREAKDOWNS (Frustrations,
errors, confusion)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
272,[blank,,breakdowns_successes,breakdown,unable to find desired product,"unable to find desired
product",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
273,[blank,,breakdowns_successes,breakdown,Target deals don’t automatically apply,"Target deals don’t
automatically apply",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
274,[blank,,breakdowns_successes,breakdown,toggling between tabs & windows,"toggling between tabs &
windows",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
275,[blank,,breakdowns_successes,breakdown,"SUCCESSES (What worked well, satisfaction)","SUCCESSES (What worked well,
satisfaction)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
276,[blank,,breakdowns_successes,breakdown,texting roommate to plan shared items,"texting roommate to plan
shared items",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
277,[blank,,breakdowns_successes,breakdown,creating an online grocery list,"creating an online grocery
list",Grocery List / List / Grocery / Online,"February 28, 2026",12:30,to ensure its in stock,4,Grocery List / List / Grocery / Online
278,[blank,,breakdowns_successes,breakdown,visualize prices,visualize prices,Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
279,[blank,,breakdowns_successes,breakdown,Notable Quotes (Record exact words when possible),"Notable Quotes (Record exact
words when possible)",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
280,[blank,,breakdowns_successes,breakdown,“we buy a lot of the same stuff”,"“we buy a lot of the same
stuff”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
281,[blank,,breakdowns_successes,breakdown,“Target on state doesn’t sell good culture but I think capital does”,"“Target on state doesn’t
sell good culture but I
think capital does”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
282,[blank,,breakdowns_successes,breakdown,“I might just get sweet green tonight since i have nothing”,"“I might just get sweet
green tonight since i have
nothing”",Grocery / Participant / Shopping / Time,"February 28, 2026",12:30,to ensure its in stock,1,Grocery / Participant / Shopping / Time
283,[blank,,breakdowns_successes,breakdown,“I check capital today they don’t have it” (Good Culture cottage cheese out-of-stock),"“I check capital today they
don’t have it” (Good Culture
cottage cheese out-of-stock)",Cottage Cheese / Cheese / Cottage / Culture Cottage,"February 28, 2026",12:30,to ensure its in stock,9,Cottage Cheese / Cheese / Cottage / Culture Cottage
284,P1 — Iris,,observation_notes,observation,Participant is an international student.,"Participant is an
international student.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
285,P1 — Iris,,observation_notes,observation,Mentions weather conditions sometimes affect whether she goes out to shop (very cold days may cancel plans).,"Mentions weather conditions
sometimes affect whether she
goes out to shop (very cold
days may cancel plans).",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
286,P1 — Iris,,observation_notes,observation,Knows about the food pantry available on the UW-Madison campus but has never used it.,"Knows about the food pantry
available on the UW-Madison
campus but has never used
it.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
287,P1 — Iris,,observation_notes,observation,"Previously paid attention to food prices and sometimes compared prices with stores in her hometown, but does not actively do this anymore.","Previously paid attention to
food prices and sometimes
compared prices with stores
in her hometown, but does
not actively do this
anymore.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
288,P1 — Iris,,observation_notes,observation,Usually goes directly to grocery stores that are close to her daily locations.,"Usually goes directly to
grocery stores that are
close to her daily
locations.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
289,P1 — Iris,,observation_notes,observation,Specifically mentions Fresh Market as a convenient store near her apartment.,"Specifically mentions Fresh
Market as a convenient store
near her apartment.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
290,P1 — Iris,,observation_notes,observation,Goes grocery shopping almost every day to buy fresh vegetables rather than doing one large weekly trip.,"Goes grocery shopping almost
every day to buy fresh
vegetables rather than doing
one large weekly trip.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
291,P1 — Iris,,observation_notes,observation,Sometimes visits Target to purchase specific items such as blueberries.,"Sometimes visits Target to
purchase specific items such
as blueberries.",Specific / Visits / Target / Items,2/26/2026,1:26 PM,s,7,Specific / Visits / Target / Items
292,P1 — Iris,,observation_notes,observation,Grocery shopping decisions depend on her daily schedule and convenience (for example stopping by stores on the way to class).,"Grocery shopping decisions
depend on her daily schedule
and convenience (for example
stopping by stores on the
way to class).",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
293,P1 — Iris,,observation_notes,observation,"Emphasizes quality of food first, convenience second.","Emphasizes quality of food
first, convenience second.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
294,P1 — Iris,,observation_notes,observation,"If prices are the same, she prefers higher quality food.","If prices are the same, she
prefers higher quality food.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
295,P1 — Iris,,observation_notes,observation,"If quality is similar across options, she will choose the cheaper price.","If quality is similar across
options, she will choose the
cheaper price.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
296,P1 — Iris,,observation_notes,observation,Participant likely receives financial support from family.,"Participant likely receives
financial support from
family.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
297,P1 — Iris,,observation_notes,observation,Convenience is an important factor in grocery decisions.,"Convenience is an important
factor in grocery decisions.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
298,P1 — Iris,,observation_notes,observation,Price awareness may decrease over time once students become familiar with local prices.,"Price awareness may decrease
over time once students
become familiar with local
prices.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
299,P1 — Iris,,observation_notes,observation,Personal preference strongly influences store choice.,"Personal preference strongly
influences store choice.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
300,P1 — Iris,,observation_notes,observation,Participant prioritizes fresh food on a daily basis rather than bulk purchases.,"Participant prioritizes
fresh food on a daily basis
rather than bulk purchases.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
301,P1 — Iris,,observation_notes,observation,Grocery shopping behavior is integrated into daily routines instead of planned in advance.,"Grocery shopping behavior is
integrated into daily
routines instead of planned
in advance.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
303,P1 — Iris,,observation_notes,observation,Observations (What you see / hear),"Observations (What you see /
hear)",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
304,P1 — Iris,,observation_notes,observation,Participant is an international student.,"Participant is an
international student.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
305,P1 — Iris,,observation_notes,observation,Mentions weather conditions sometimes affect whether she goes out to shop (very cold days may cancel plans).,"Mentions weather conditions
sometimes affect whether she
goes out to shop (very cold
days may cancel plans).",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
306,P1 — Iris,,observation_notes,observation,Knows about the food pantry available on the UW-Madison campus but has never used it.,"Knows about the food pantry
available on the UW-Madison
campus but has never used
it.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
307,P1 — Iris,,observation_notes,observation,"Previously paid attention to food prices and sometimes compared prices with stores in her hometown, but does not actively do this anymore.","Previously paid attention to
food prices and sometimes
compared prices with stores
in her hometown, but does
not actively do this
anymore.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
308,P1 — Iris,,observation_notes,observation,Usually goes directly to grocery stores that are close to her daily locations.,"Usually goes directly to
grocery stores that are
close to her daily
locations.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
309,P1 — Iris,,observation_notes,observation,Specifically mentions Fresh Market as a convenient store near her apartment.,"Specifically mentions Fresh
Market as a convenient store
near her apartment.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
310,P1 — Iris,,observation_notes,observation,Goes grocery shopping almost every day to buy fresh vegetables rather than doing one large weekly trip.,"Goes grocery shopping almost
every day to buy fresh
vegetables rather than doing
one large weekly trip.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
311,P1 — Iris,,observation_notes,observation,Sometimes visits Target to purchase specific items such as blueberries.,"Sometimes visits Target to
purchase specific items such
as blueberries.",Specific / Visits / Target / Items,2/26/2026,1:26 PM,s,7,Specific / Visits / Target / Items
312,P1 — Iris,,observation_notes,observation,Grocery shopping decisions depend on her daily schedule and convenience (for example stopping by stores on the way to class).,"Grocery shopping decisions
depend on her daily schedule
and convenience (for example
stopping by stores on the
way to class).",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
313,P1 — Iris,,observation_notes,observation,"Emphasizes quality of food first, convenience second.","Emphasizes quality of food
first, convenience second.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
314,P1 — Iris,,observation_notes,observation,"If prices are the same, she prefers higher quality food.","If prices are the same, she
prefers higher quality food.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
315,P1 — Iris,,observation_notes,observation,"If quality is similar across options, she will choose the cheaper price.","If quality is similar across
options, she will choose the
cheaper price.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
316,P1 — Iris,,observation_notes,observation,Interpretations (What it might mean),"Interpretations (What it
might mean)",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
317,P1 — Iris,,observation_notes,observation,Participant likely receives financial support from family.,"Participant likely receives
financial support from
family.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
318,P1 — Iris,,observation_notes,observation,Convenience is an important factor in grocery decisions.,"Convenience is an important
factor in grocery decisions.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
319,P1 — Iris,,observation_notes,observation,Price awareness may decrease over time once students become familiar with local prices.,"Price awareness may decrease
over time once students
become familiar with local
prices.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
320,P1 — Iris,,observation_notes,observation,Personal preference strongly influences store choice.,"Personal preference strongly
influences store choice.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
321,P1 — Iris,,observation_notes,observation,Participant prioritizes fresh food on a daily basis rather than bulk purchases.,"Participant prioritizes
fresh food on a daily basis
rather than bulk purchases.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
322,P1 — Iris,,observation_notes,observation,Grocery shopping behavior is integrated into daily routines instead of planned in advance.,"Grocery shopping behavior is
integrated into daily
routines instead of planned
in advance.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
323,P1 — Iris,,areas_to_document,observation,"{'n': 1, 'text': 'The participant begins by describing her usual grocery shopping routine.'}","{'n': 1, 'text': 'The
participant begins by
describing her usual grocery
shopping routine.'}",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
324,P1 — Iris,,areas_to_document,observation,"{'n': 2, 'text': 'She opens the grocery delivery application on her phone. (about 10 seconds)'}","{'n': 2, 'text': 'She opens
the grocery delivery
application on her phone.
(about 10 seconds)'}",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
325,P1 — Iris,,areas_to_document,observation,"{'n': 3, 'text': 'She navigates through the application and shows items she normally purchases online.'}","{'n': 3, 'text': 'She
navigates through the
application and shows items
she normally purchases
online.'}",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
326,P1 — Iris,,areas_to_document,observation,"{'n': 4, 'text': 'The participant then walks with the researchers to Fresh Market.'}","{'n': 4, 'text': 'The
participant then walks with
the researchers to Fresh
Market.'}",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
327,P1 — Iris,,areas_to_document,observation,The main discussion takes place in the UW-Madison Student Activities Center because the participant chose it as a comfortable interview location.,"The main discussion takes
place in the UW-Madison
Student Activities Center
because the participant
chose it as a comfortable
interview location.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
328,P1 — Iris,,areas_to_document,observation,"The environment is relatively quiet, with only a few people talking in the background.","The environment is
relatively quiet, with only
a few people talking in the
background.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
329,P1 — Iris,,areas_to_document,observation,The primary tool used during the planning process is the participant's smartphone.,"The primary tool used during
the planning process is the
participant's smartphone.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
330,P1 — Iris,,areas_to_document,observation,The participant demonstrates how she browses grocery delivery applications on her phone.,"The participant demonstrates
how she browses grocery
delivery applications on her
phone.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
331,P1 — Iris,,areas_to_document,observation,The participant also physically visits Fresh Market during the session to illustrate how she normally shops in person.,"The participant also
physically visits Fresh
Market during the session to
illustrate how she normally
shops in person.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
332,P1 — Iris,,areas_to_document,observation,The observation includes both digital interaction (mobile app) and physical store interaction.,"The observation includes
both digital interaction
(mobile app) and physical
store interaction.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
333,P1 — Iris,,areas_to_document,observation,Food quality is the most important factor.,"Food quality is the most
important factor.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
334,P1 — Iris,,areas_to_document,observation,Freshness of food is also highly valued.,"Freshness of food is also
highly valued.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
335,P1 — Iris,,areas_to_document,observation,The participant prefers groceries that are recently stocked and appear fresh.,"The participant prefers
groceries that are recently
stocked and appear fresh.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
336,P1 — Iris,,areas_to_document,observation,She integrates grocery trips into daily routines for convenience.,"She integrates grocery trips
into daily routines for
convenience.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
337,P1 — Iris,,areas_to_document,observation,Frequent small trips allow her to maintain food freshness rather than storing food long-term.,"Frequent small trips allow
her to maintain food
freshness rather than
storing food long-term.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
338,P1 — Iris,,areas_to_document,observation,We assume the participant tries to save time by combining grocery shopping with other daily activities.,"We assume the participant
tries to save time by
combining grocery shopping
with other daily activities.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
339,P1 — Iris,,areas_to_document,observation,"Shopping during normal routines (walking to class, returning home) reduces the need for separate grocery trips.","Shopping during normal
routines (walking to class,
returning home) reduces the
need for separate grocery
trips.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
341,P1 — Iris,,areas_to_document,observation,ACTIVITY — What is the participant doing? (step-by-step actions),"ACTIVITY — What is the
participant doing? (step-by-
step actions)",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
342,P1 — Iris,,areas_to_document,observation,The participant begins by describing her usual grocery shopping routine.,"The participant begins by
describing her usual grocery
shopping routine.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
343,P1 — Iris,,areas_to_document,observation,She explains that she rarely plans far ahead and instead shops frequently during the week. (approx. 3 minutes),"She explains that she rarely
plans far ahead and instead
shops frequently during the
week. (approx. 3 minutes)",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
344,P1 — Iris,,areas_to_document,observation,She opens the grocery delivery application on her phone. (about 10 seconds),"She opens the grocery
delivery application on her
phone. (about 10 seconds)",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
345,P1 — Iris,,areas_to_document,observation,She navigates through the application and shows items she normally purchases online.,"She navigates through the
application and shows items
she normally purchases
online.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
346,P1 — Iris,,areas_to_document,observation,She adds several of these common items into the shopping cart while demonstrating the interface.,"She adds several of these
common items into the
shopping cart while
demonstrating the interface.",Cart / Adds / Items / Purchases,2/26/2026,1:26 PM,s,3,Cart / Adds / Items / Purchases
347,P1 — Iris,,areas_to_document,observation,This process lasts roughly 2 minutes.,"This process lasts roughly 2
minutes.",Grocery / Participant / Shopping / Time,2/26/2026,1:26 PM,s,1,Grocery / Participant / Shopping / Time
348,P1 — Iris,,areas_to_document,observation,The participant then walks with the researchers to Fresh Market.,"The participant then walks
with the researchers to
Fresh Market.",Market / Fresh / Fresh Market / Participant,2/26/2026,1:26 PM,s,6,Market / Fresh / Fresh Market / Participant
